order_id,session_id,customer_id,order_date,category,checkout_variant,order_value
1667,10757,3319,2025-04-26 00:09:00,Books,variant,2097.82
1668,10759,3319,2025-07-10 00:09:00,Fashion,variant,2284.04
1669,10760,3320,2025-03-27 00:09:00,Sports,control,567.31
1670,10782,3327,2025-03-08 00:09:00,Fashion,variant,957.28
1671,10785,3328,2025-04-22 00:09:00,Beauty,control,1287.35
1672,10787,3329,2025-05-19 00:09:00,Books,control,1022.02
1673,10796,3333,2025-04-15 00:09:00,Beauty,control,648.29
1674,10814,3338,2025-03-15 00:09:00,Sports,variant,750.99
1675,10817,3338,2025-05-03 00:09:00,Beauty,variant,1227.28
1676,10822,3340,2025-08-28 00:09:00,Fashion,control,1290.22
1677,10833,3343,2025-05-12 00:09:00,Home & Kitchen,control,1964.64
1678,10844,3346,2025-07-16 00:09:00,Sports,variant,1305.95
1679,10849,3348,2025-03-24 00:09:00,Books,variant,641.78
1680,10851,3348,2025-03-25 00:09:00,Beauty,variant,2230.85
1681,10852,3349,2025-03-29 00:09:00,Sports,variant,1249.0
1682,10857,3349,2025-06-14 00:09:00,Home & Kitchen,variant,1687.93
1683,10864,3351,2025-04-12 00:09:00,Sports,variant,1255.12
1684,10871,3353,2025-03-18 00:09:00,Fashion,variant,945.79
1685,10872,3353,2025-04-06 00:09:00,Fashion,variant,1225.0
1686,10891,3360,2025-06-01 00:09:00,Books,control,2095.47
1687,10906,3365,2025-04-11 00:09:00,Books,control,2617.91
1688,10923,3369,2025-07-19 00:09:00,Fashion,variant,1217.05
1689,10928,3370,2025-03-23 00:09:00,Electronics,variant,1704.33
1690,10934,3372,2025-04-13 00:09:00,Books,variant,505.6
1691,10937,3373,2025-04-18 00:09:00,Beauty,control,464.57
1692,10939,3373,2025-04-22 00:09:00,Beauty,control,1888.66
1693,10945,3375,2025-07-28 00:09:00,Electronics,variant,2050.68
1694,10946,3376,2025-07-19 00:09:00,Fashion,variant,860.46
1695,10952,3377,2025-06-26 00:09:00,Fashion,control,948.27
1696,10957,3377,2025-08-05 00:09:00,Sports,control,2863.96
1697,10959,3378,2025-06-24 00:09:00,Beauty,variant,1634.6
1698,10965,3380,2025-07-22 00:09:00,Home & Kitchen,variant,1122.18
1699,10970,3381,2025-07-20 00:09:00,Sports,control,2444.21
1700,10983,3385,2025-07-16 00:09:00,Home & Kitchen,variant,757.0
1701,11005,3393,2025-08-02 00:09:00,Beauty,variant,3050.6
1702,11007,3394,2025-04-20 00:09:00,Sports,control,1435.47
1703,11013,3396,2025-07-03 00:09:00,Books,variant,884.73
1704,11032,3401,2025-07-22 00:09:00,Beauty,control,3188.52
1705,11047,3407,2025-05-28 00:09:00,Books,control,561.59
1706,11048,3408,2025-07-01 00:09:00,Sports,variant,1048.28
1707,11049,3408,2025-07-04 00:09:00,Home & Kitchen,variant,2672.22
1708,11052,3410,2025-05-06 00:09:00,Beauty,control,1131.31
1709,11053,3411,2025-03-15 00:09:00,Fashion,variant,843.26
1710,11061,3413,2025-04-27 00:09:00,Fashion,variant,2125.76
1711,11067,3414,2025-03-19 00:09:00,Electronics,control,1832.89
1712,11073,3415,2025-06-14 00:09:00,Fashion,control,2177.47
1713,11074,3415,2025-06-20 00:09:00,Home & Kitchen,control,1962.52
1714,11077,3416,2025-06-12 00:09:00,Fashion,control,2405.35
1715,11088,3419,2025-04-28 00:09:00,Home & Kitchen,control,1758.38
1716,11091,3420,2025-05-12 00:09:00,Electronics,variant,1562.9
1717,11095,3421,2025-06-29 00:09:00,Sports,control,2715.24
1718,11101,3421,2025-08-13 00:09:00,Books,control,3977.62
1719,11102,3422,2025-07-24 00:09:00,Sports,variant,1681.48
1720,11104,3422,2025-08-11 00:09:00,Sports,variant,866.33
1721,11108,3423,2025-07-17 00:09:00,Electronics,variant,1242.19
1722,11112,3425,2025-07-17 00:09:00,Sports,control,657.43
1723,11125,3430,2025-05-02 00:09:00,Fashion,variant,2955.67
1724,11146,3436,2025-06-30 00:09:00,Electronics,control,1118.09
1725,11170,3443,2025-06-10 00:09:00,Electronics,control,1098.04
1726,11173,3443,2025-08-09 00:09:00,Books,control,1605.04
1727,11177,3444,2025-06-23 00:09:00,Electronics,variant,872.92
1728,11179,3444,2025-06-22 00:09:00,Electronics,variant,906.46
1729,11190,3449,2025-07-15 00:09:00,Beauty,variant,647.95
1730,11195,3450,2025-07-02 00:09:00,Fashion,control,715.83
1731,11196,3450,2025-07-09 00:09:00,Electronics,control,1853.63
1732,11206,3452,2025-08-12 00:09:00,Electronics,variant,1700.08
1733,11207,3453,2025-06-04 00:09:00,Beauty,control,1081.65
1734,11213,3455,2025-07-31 00:09:00,Home & Kitchen,control,4342.94
1735,11215,3455,2025-08-11 00:09:00,Beauty,control,1520.1
1736,11223,3457,2025-07-24 00:09:00,Fashion,control,2900.5
1737,11229,3460,2025-05-24 00:09:00,Home & Kitchen,control,1254.82
1738,11243,3464,2025-04-02 00:09:00,Books,control,500.9
1739,11245,3465,2025-05-14 00:09:00,Fashion,variant,3452.41
1740,11249,3465,2025-06-19 00:09:00,Books,variant,4043.16
1741,11264,3469,2025-08-10 00:09:00,Fashion,control,3182.61
1742,11266,3470,2025-08-06 00:09:00,Beauty,control,1663.73
1743,11267,3471,2025-04-27 00:09:00,Sports,variant,1838.5
1744,11274,3473,2025-07-11 00:09:00,Electronics,control,1296.18
1745,11282,3476,2025-05-09 00:09:00,Home & Kitchen,variant,2625.36
1746,11283,3476,2025-06-14 00:09:00,Electronics,variant,1642.08
1747,11295,3480,2025-08-07 00:09:00,Electronics,variant,2210.78
1748,11298,3482,2025-04-22 00:09:00,Sports,control,681.24
1749,11307,3484,2025-04-24 00:09:00,Electronics,control,1105.67
1750,11310,3485,2025-05-07 00:09:00,Fashion,control,2264.39
1751,11311,3485,2025-05-22 00:09:00,Beauty,control,848.45
1752,11319,3488,2025-08-12 00:09:00,Fashion,control,1175.32
1753,11322,3489,2025-07-14 00:09:00,Sports,variant,1444.54
1754,11338,3493,2025-05-21 00:09:00,Fashion,variant,1779.37
1755,11350,3497,2025-05-06 00:09:00,Electronics,control,935.78
1756,11355,3498,2025-05-20 00:09:00,Home & Kitchen,control,2286.1
1757,11356,3498,2025-05-30 00:09:00,Beauty,control,1591.66
1758,11357,3499,2025-04-12 00:09:00,Beauty,control,166.89
1759,11368,3503,2025-05-02 00:09:00,Beauty,variant,608.74
1760,11370,3503,2025-05-15 00:09:00,Home & Kitchen,variant,600.98
1761,11372,3504,2025-05-08 00:09:00,Fashion,control,741.66
1762,11391,3512,2025-06-30 00:09:00,Beauty,control,2183.05
1763,11397,3513,2025-06-20 00:09:00,Sports,variant,501.57
1764,11398,3513,2025-07-04 00:09:00,Electronics,variant,590.12
1765,11407,3516,2025-08-20 00:09:00,Home & Kitchen,variant,4441.53
1766,11410,3517,2025-05-19 00:09:00,Sports,control,726.02
1767,11412,3517,2025-08-18 00:09:00,Books,control,1121.95
1768,11413,3517,2025-08-23 00:09:00,Books,control,1617.69
1769,11415,3518,2025-09-09 00:09:00,Beauty,control,874.63
1770,11416,3518,2025-09-15 00:09:00,Fashion,control,1127.57
1771,11420,3519,2025-07-25 00:09:00,Home & Kitchen,control,798.61
1772,11430,3524,2025-04-12 00:09:00,Fashion,control,1023.01
1773,11431,3525,2025-04-20 00:09:00,Beauty,control,872.5
1774,11437,3527,2025-03-31 00:09:00,Home & Kitchen,variant,1514.11
1775,11446,3528,2025-07-06 00:09:00,Fashion,control,1051.54
1776,11451,3529,2025-04-25 00:09:00,Beauty,variant,339.9
1777,11457,3530,2025-05-07 00:09:00,Electronics,variant,4039.59
1778,11458,3531,2025-06-01 00:09:00,Sports,variant,435.17
1779,11461,3532,2025-03-24 00:09:00,Home & Kitchen,control,1904.56
1780,11469,3533,2025-07-17 00:09:00,Beauty,control,866.4
1781,11470,3533,2025-07-10 00:09:00,Books,control,1570.12
1782,11474,3535,2025-04-01 00:09:00,Sports,variant,435.26
1783,11476,3535,2025-04-26 00:09:00,Home & Kitchen,variant,1660.12
1784,11479,3536,2025-04-13 00:09:00,Electronics,control,2101.59
1785,11494,3540,2025-08-03 00:09:00,Home & Kitchen,variant,1474.41
1786,11498,3541,2025-07-18 00:09:00,Beauty,control,1484.06
1787,11502,3541,2025-07-29 00:09:00,Electronics,control,782.9
1788,11521,3547,2025-06-24 00:09:00,Fashion,variant,1157.38
1789,11523,3548,2025-09-09 00:09:00,Electronics,control,352.3
1790,11524,3549,2025-04-26 00:09:00,Home & Kitchen,control,572.26
1791,11527,3550,2025-07-03 00:09:00,Fashion,control,2333.44
1792,11563,3560,2025-07-14 00:09:00,Electronics,variant,5233.28
1793,11576,3563,2025-05-19 00:09:00,Sports,variant,1848.8
1794,11579,3564,2025-08-14 00:09:00,Electronics,control,1531.86
1795,11595,3568,2025-03-18 00:09:00,Fashion,control,261.41
1796,11596,3569,2025-07-31 00:09:00,Beauty,control,1465.34
1797,11598,3569,2025-07-20 00:09:00,Beauty,control,600.98
1798,11600,3569,2025-07-28 00:09:00,Home & Kitchen,control,1716.68
1799,11606,3571,2025-07-24 00:09:00,Home & Kitchen,control,3089.09
1800,11608,3572,2025-08-24 00:09:00,Fashion,control,800.89
1801,11610,3572,2025-08-25 00:09:00,Home & Kitchen,control,1335.25
1802,11614,3574,2025-05-18 00:09:00,Sports,variant,1364.21
1803,11616,3574,2025-06-11 00:09:00,Fashion,variant,1417.05
1804,11622,3576,2025-07-11 00:09:00,Home & Kitchen,variant,1778.02
1805,11638,3581,2025-07-30 00:09:00,Beauty,control,807.7
1806,11648,3584,2025-04-16 00:09:00,Electronics,variant,585.99
1807,11659,3587,2025-05-29 00:09:00,Fashion,control,3402.71
1808,11671,3592,2025-04-28 00:09:00,Home & Kitchen,variant,1705.62
1809,11673,3592,2025-08-09 00:09:00,Home & Kitchen,variant,2728.69
1810,11676,3594,2025-06-27 00:09:00,Fashion,control,2531.23
1811,11679,3595,2025-05-06 00:09:00,Books,variant,816.15
1812,11700,3601,2025-05-09 00:09:00,Home & Kitchen,variant,1927.23
1813,11704,3602,2025-06-12 00:09:00,Books,control,1990.87
1814,11705,3602,2025-08-01 00:09:00,Home & Kitchen,control,1121.1
1815,11711,3603,2025-03-28 00:09:00,Sports,control,843.83
1816,11712,3603,2025-03-20 00:09:00,Books,control,1126.31
1817,11715,3603,2025-05-31 00:09:00,Beauty,control,1166.05
1818,11727,3606,2025-03-28 00:09:00,Beauty,variant,1002.09
1819,11735,3607,2025-06-07 00:09:00,Beauty,control,712.05
1820,11738,3608,2025-07-13 00:09:00,Sports,variant,1845.0
1821,11739,3608,2025-07-22 00:09:00,Electronics,variant,592.59
1822,11746,3611,2025-07-25 00:09:00,Home & Kitchen,variant,2158.32
1823,11756,3614,2025-03-20 00:09:00,Home & Kitchen,variant,4214.23
1824,11767,3617,2025-05-13 00:09:00,Fashion,control,1486.46
1825,11776,3619,2025-06-01 00:09:00,Books,control,1415.88
1826,11786,3622,2025-05-24 00:09:00,Books,variant,1022.01
1827,11788,3623,2025-05-12 00:09:00,Fashion,variant,2356.99
1828,11800,3627,2025-07-11 00:09:00,Fashion,variant,1238.06
1829,11801,3627,2025-07-06 00:09:00,Books,variant,1410.01
1830,11812,3631,2025-06-28 00:09:00,Books,control,1732.85
1831,11813,3631,2025-06-30 00:09:00,Sports,control,753.72
1832,11815,3632,2025-06-19 00:09:00,Books,variant,747.48
1833,11818,3632,2025-07-31 00:09:00,Books,variant,1043.37
1834,11821,3633,2025-04-19 00:09:00,Electronics,variant,958.97
1835,11827,3635,2025-08-12 00:09:00,Sports,variant,3189.21
1836,11833,3638,2025-05-23 00:09:00,Electronics,control,1443.6
1837,11835,3639,2025-04-15 00:09:00,Sports,variant,659.89
1838,11837,3639,2025-03-30 00:09:00,Fashion,variant,1111.18
1839,11848,3644,2025-06-05 00:09:00,Home & Kitchen,control,1978.5
1840,11850,3645,2025-08-09 00:09:00,Electronics,control,2893.36
1841,11851,3645,2025-08-23 00:09:00,Home & Kitchen,control,6076.93
1842,11853,3646,2025-07-11 00:09:00,Electronics,variant,553.06
1843,11863,3651,2025-04-04 00:09:00,Books,variant,4104.53
1844,11866,3653,2025-05-23 00:09:00,Books,control,1680.99
1845,11886,3660,2025-05-30 00:09:00,Beauty,control,2873.27
1846,11890,3661,2025-07-04 00:09:00,Sports,variant,987.28
1847,11894,3662,2025-05-15 00:09:00,Electronics,variant,2769.68
1848,11896,3663,2025-08-26 00:09:00,Fashion,variant,2992.58
1849,11905,3666,2025-05-18 00:09:00,Sports,control,2207.83
1850,11914,3668,2025-04-28 00:09:00,Books,variant,3708.25
1851,11923,3672,2025-03-20 00:09:00,Sports,variant,756.26
1852,11929,3674,2025-04-03 00:09:00,Home & Kitchen,control,1011.92
1853,11934,3676,2025-05-20 00:09:00,Beauty,variant,1200.99
1854,11942,3680,2025-07-28 00:09:00,Fashion,control,672.84
1855,11943,3680,2025-07-09 00:09:00,Electronics,control,1993.72
1856,11952,3683,2025-05-12 00:09:00,Books,control,2117.97
1857,11963,3686,2025-04-18 00:09:00,Electronics,control,456.94
1858,11976,3691,2025-06-14 00:09:00,Books,control,2581.89
1859,11977,3691,2025-07-18 00:09:00,Beauty,control,2193.78
1860,11981,3693,2025-04-22 00:09:00,Sports,control,1979.11
1861,11982,3693,2025-04-16 00:09:00,Books,control,172.13
1862,11991,3695,2025-06-08 00:09:00,Electronics,control,1646.63
1863,11996,3697,2025-04-29 00:09:00,Home & Kitchen,control,4076.42
1864,12015,3704,2025-08-20 00:09:00,Electronics,variant,1904.05
1865,12017,3705,2025-09-14 00:09:00,Books,control,1085.82
1866,12027,3711,2025-05-12 00:09:00,Sports,control,944.4
1867,12029,3711,2025-05-22 00:09:00,Electronics,control,2822.82
1868,12030,3711,2025-05-13 00:09:00,Books,control,1015.45
1869,12037,3714,2025-05-15 00:09:00,Beauty,control,1899.06
1870,12043,3716,2025-05-08 00:09:00,Electronics,control,709.52
1871,12046,3716,2025-07-15 00:09:00,Electronics,control,3688.23
1872,12048,3717,2025-06-11 00:09:00,Books,variant,2694.7
1873,12059,3720,2025-04-23 00:09:00,Sports,control,2805.97
1874,12074,3727,2025-03-28 00:09:00,Books,control,2421.48
1875,12077,3728,2025-06-28 00:09:00,Home & Kitchen,variant,1495.6
1876,12083,3730,2025-07-12 00:09:00,Home & Kitchen,variant,646.37
1877,12100,3736,2025-04-19 00:09:00,Beauty,variant,696.52
1878,12101,3736,2025-04-11 00:09:00,Beauty,variant,2291.55
1879,12109,3738,2025-07-03 00:09:00,Beauty,control,1331.58
1880,12118,3740,2025-07-26 00:09:00,Electronics,variant,1531.72
1881,12120,3741,2025-04-20 00:09:00,Beauty,variant,1657.73
1882,12126,3741,2025-05-21 00:09:00,Electronics,variant,387.35
1883,12127,3741,2025-07-21 00:09:00,Books,variant,2128.75
1884,12133,3742,2025-06-21 00:09:00,Books,variant,1352.47
1885,12137,3745,2025-04-29 00:09:00,Fashion,variant,3341.23
1886,12138,3745,2025-04-27 00:09:00,Home & Kitchen,variant,1355.03
1887,12143,3747,2025-05-30 00:09:00,Fashion,variant,2637.73
1888,12147,3749,2025-09-01 00:09:00,Fashion,control,2517.79
1889,12160,3755,2025-04-01 00:09:00,Sports,control,1511.48
1890,12164,3756,2025-05-06 00:09:00,Fashion,variant,777.35
1891,12166,3757,2025-06-28 00:09:00,Fashion,variant,1958.81
1892,12167,3757,2025-06-24 00:09:00,Electronics,variant,2335.36
1893,12168,3758,2025-06-14 00:09:00,Beauty,control,4222.73
1894,12174,3761,2025-04-29 00:09:00,Beauty,control,2472.93
1895,12183,3765,2025-05-14 00:09:00,Beauty,variant,1745.86
1896,12208,3772,2025-04-02 00:09:00,Fashion,control,1851.71
1897,12215,3775,2025-05-02 00:09:00,Electronics,variant,1878.53
1898,12220,3776,2025-05-16 00:09:00,Books,control,2379.78
1899,12222,3776,2025-05-14 00:09:00,Fashion,control,1188.19
1900,12227,3777,2025-07-12 00:09:00,Electronics,control,1728.88
1901,12230,3779,2025-08-16 00:09:00,Home & Kitchen,control,447.09
1902,12239,3782,2025-04-08 00:09:00,Books,variant,858.43
1903,12247,3785,2025-08-23 00:09:00,Fashion,variant,1849.73
1904,12252,3786,2025-06-20 00:09:00,Home & Kitchen,variant,2957.22
1905,12261,3790,2025-05-14 00:09:00,Home & Kitchen,variant,1699.95
1906,12263,3790,2025-05-11 00:09:00,Electronics,variant,2515.11
1907,12266,3791,2025-03-28 00:09:00,Beauty,control,2577.89
1908,12271,3792,2025-04-20 00:09:00,Books,variant,2457.32
1909,12275,3794,2025-06-18 00:09:00,Beauty,variant,600.67
1910,12281,3797,2025-08-07 00:09:00,Electronics,control,1075.21
1911,12291,3800,2025-03-31 00:09:00,Beauty,variant,2980.88
1912,12298,3803,2025-08-13 00:09:00,Fashion,control,1466.26
1913,12299,3804,2025-03-26 00:09:00,Home & Kitchen,variant,1582.02
1914,12307,3806,2025-09-08 00:09:00,Sports,control,1722.82
1915,12317,3808,2025-03-19 00:09:00,Home & Kitchen,control,3420.58
1916,12337,3815,2025-05-16 00:09:00,Fashion,variant,956.77
1917,12339,3816,2025-04-11 00:09:00,Fashion,variant,2390.69
1918,12342,3816,2025-08-09 00:09:00,Books,variant,1818.47
1919,12344,3816,2025-08-13 00:09:00,Home & Kitchen,variant,1680.82
1920,12346,3817,2025-05-25 00:09:00,Books,variant,1128.75
1921,12347,3817,2025-05-29 00:09:00,Sports,variant,2125.13
1922,12377,3826,2025-08-30 00:09:00,Fashion,variant,1434.88
1923,12386,3828,2025-07-03 00:09:00,Books,variant,3126.24
1924,12389,3828,2025-06-26 00:09:00,Beauty,variant,2418.45
1925,12393,3830,2025-03-15 00:09:00,Electronics,control,2196.32
1926,12397,3831,2025-08-02 00:09:00,Beauty,control,2759.6
1927,12400,3831,2025-08-26 00:09:00,Sports,control,989.63
1928,12405,3832,2025-06-27 00:09:00,Sports,control,3749.52
1929,12409,3834,2025-07-06 00:09:00,Home & Kitchen,variant,1852.22
1930,12412,3834,2025-06-20 00:09:00,Sports,variant,1515.1
1931,12414,3836,2025-07-30 00:09:00,Fashion,variant,2793.8
1932,12426,3839,2025-09-14 00:09:00,Books,variant,984.15
1933,12428,3840,2025-08-27 00:09:00,Electronics,variant,1641.03
1934,12437,3844,2025-05-01 00:09:00,Home & Kitchen,variant,1568.4
1935,12446,3846,2025-05-28 00:09:00,Electronics,control,1323.03
1936,12447,3847,2025-07-31 00:09:00,Books,variant,2447.01
1937,12448,3848,2025-06-06 00:09:00,Fashion,control,2146.99
1938,12455,3850,2025-04-13 00:09:00,Fashion,control,1473.46
1939,12458,3852,2025-03-24 00:09:00,Sports,control,3035.21
1940,12459,3852,2025-05-05 00:09:00,Electronics,control,1842.31
1941,12478,3856,2025-08-17 00:09:00,Sports,variant,2053.0
1942,12489,3860,2025-06-13 00:09:00,Electronics,variant,2206.4
1943,12490,3861,2025-06-28 00:09:00,Books,control,839.01
1944,12495,3861,2025-08-12 00:09:00,Electronics,control,1499.83
1945,12502,3863,2025-04-24 00:09:00,Sports,control,1347.46
1946,12515,3868,2025-07-09 00:09:00,Sports,variant,1199.1
1947,12517,3869,2025-05-12 00:09:00,Fashion,control,1297.03
1948,12523,3870,2025-08-03 00:09:00,Sports,variant,4456.89
1949,12533,3871,2025-07-20 00:09:00,Beauty,control,1129.4
1950,12546,3876,2025-06-19 00:09:00,Home & Kitchen,control,2819.11
1951,12558,3879,2025-08-10 00:09:00,Home & Kitchen,variant,2088.46
1952,12563,3881,2025-08-12 00:09:00,Books,variant,1789.08
1953,12569,3882,2025-05-24 00:09:00,Home & Kitchen,control,1271.61
1954,12574,3884,2025-05-12 00:09:00,Home & Kitchen,control,537.51
1955,12600,3891,2025-06-27 00:09:00,Beauty,variant,1107.31
1956,12601,3891,2025-06-16 00:09:00,Home & Kitchen,variant,1285.88
1957,12608,3893,2025-05-16 00:09:00,Home & Kitchen,variant,1529.13
1958,12616,3895,2025-06-28 00:09:00,Home & Kitchen,control,3140.78
1959,12618,3895,2025-08-03 00:09:00,Electronics,control,1409.42
1960,12622,3896,2025-08-23 00:09:00,Home & Kitchen,variant,165.06
1961,12624,3897,2025-07-07 00:09:00,Home & Kitchen,control,2448.26
1962,12632,3900,2025-08-25 00:09:00,Home & Kitchen,variant,2057.56
1963,12652,3908,2025-09-10 00:09:00,Beauty,control,1844.36
1964,12655,3909,2025-04-12 00:09:00,Sports,control,2503.78
1965,12656,3910,2025-08-04 00:09:00,Beauty,control,1738.25
1966,12657,3910,2025-08-11 00:09:00,Beauty,control,2744.28
1967,12665,3911,2025-05-25 00:09:00,Home & Kitchen,variant,2555.54
1968,12670,3912,2025-09-08 00:09:00,Electronics,control,2095.38
1969,12673,3914,2025-07-07 00:09:00,Sports,control,3534.87
1970,12680,3916,2025-04-08 00:09:00,Home & Kitchen,variant,1668.34
1971,12684,3916,2025-04-17 00:09:00,Fashion,variant,1184.74
1972,12685,3916,2025-05-18 00:09:00,Sports,variant,2136.75
1973,12686,3916,2025-08-08 00:09:00,Fashion,variant,930.28
1974,12688,3916,2025-08-03 00:09:00,Sports,variant,746.31
1975,12691,3917,2025-07-02 00:09:00,Home & Kitchen,control,1187.59
1976,12696,3918,2025-08-08 00:09:00,Beauty,variant,1678.91
1977,12697,3919,2025-03-10 00:09:00,Sports,control,1009.52
1978,12702,3921,2025-08-08 00:09:00,Home & Kitchen,variant,1583.07
1979,12712,3922,2025-07-10 00:09:00,Books,variant,492.18
1980,12725,3926,2025-06-30 00:09:00,Beauty,variant,2093.11
1981,12734,3928,2025-03-27 00:09:00,Electronics,control,1626.01
1982,12739,3929,2025-07-20 00:09:00,Beauty,variant,1964.3
1983,12768,3937,2025-07-30 00:09:00,Sports,variant,1425.04
1984,12779,3939,2025-06-30 00:09:00,Beauty,variant,753.78
1985,12785,3941,2025-07-08 00:09:00,Fashion,variant,1258.97
1986,12788,3942,2025-07-02 00:09:00,Fashion,control,3879.22
1987,12791,3943,2025-09-10 00:09:00,Electronics,variant,767.12
1988,12803,3946,2025-07-29 00:09:00,Home & Kitchen,variant,2054.14
1989,12810,3949,2025-09-10 00:09:00,Electronics,variant,3024.06
1990,12813,3950,2025-04-22 00:09:00,Sports,control,604.72
1991,12819,3952,2025-04-22 00:09:00,Home & Kitchen,variant,2829.37
1992,12825,3954,2025-05-24 00:09:00,Electronics,variant,2363.53
1993,12830,3955,2025-08-05 00:09:00,Home & Kitchen,variant,910.51
1994,12844,3960,2025-07-20 00:09:00,Electronics,control,573.57
1995,12850,3961,2025-08-28 00:09:00,Electronics,variant,3478.68
1996,12851,3962,2025-07-31 00:09:00,Books,control,781.37
1997,12867,3967,2025-07-10 00:09:00,Sports,control,1093.92
1998,12872,3969,2025-06-04 00:09:00,Beauty,control,4503.35
1999,12891,3973,2025-04-22 00:09:00,Beauty,control,1292.02
2000,12894,3974,2025-04-18 00:09:00,Sports,control,535.59
2001,12911,3980,2025-03-31 00:09:00,Books,variant,441.54
2002,12914,3981,2025-06-19 00:09:00,Home & Kitchen,variant,1508.03
2003,12916,3982,2025-04-07 00:09:00,Electronics,control,1363.8
2004,12918,3982,2025-04-23 00:09:00,Electronics,control,817.59
2005,12924,3983,2025-07-23 00:09:00,Home & Kitchen,variant,434.21
2006,12926,3984,2025-07-23 00:09:00,Electronics,variant,1498.63
2007,12939,3988,2025-03-15 00:09:00,Electronics,variant,575.94
2008,12941,3989,2025-05-12 00:09:00,Fashion,variant,1061.58
2009,12947,3991,2025-07-22 00:09:00,Electronics,variant,952.92
2010,12952,3991,2025-07-15 00:09:00,Electronics,variant,887.85
2011,12968,3998,2025-08-25 00:09:00,Home & Kitchen,control,626.47
